state,district,table,status,source,source_filename,volume_type,language_status,source_pages_selected,printed_page_labels,output,reason,flags
Uttar Pradesh,Bahraich,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Bahraich.pdf,1981 Bahraich.pdf,Village/Town Directory volume,English or bilingual,"[310, 311, 312, 313]","[""264"", null, null, null]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Bahraich_tehsil_appendix.pdf,Appendix I; source page 314 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Banda,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Banda.pdf,1981 Banda.pdf,Village/Town Directory volume,English or bilingual,"[311, 312, 313]","[""264"", null, ""266""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Banda_civic_amenities.pdf,Statement IV; source page 314 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Banda,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Banda.pdf,1981 Banda.pdf,Village/Town Directory volume,English or bilingual,"[315, 316, 317]","[""268"", null, ""270""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Banda_medical_educational_amenities.pdf,Statement V; source page 318 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Banda,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Banda.pdf,1981 Banda.pdf,Village/Town Directory volume,English or bilingual,"[249, 250, 251, 252]","[""202"", null, ""204"", ""205""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Banda_tehsil_appendix.pdf,Appendix I; source page 253 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Bareilly,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Bareilly.pdf,1981 Bareilly.pdf,Village/Town Directory volume,English or bilingual,"[446, 447, 448, 449]","[""400"", ""401"", null, ""403""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Bareilly_civic_amenities.pdf,Statement IV; source page 450 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Bareilly,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Bareilly.pdf,1981 Bareilly.pdf,Village/Town Directory volume,English or bilingual,"[452, 453, 454, 455, 456, 457, 458, 459]","[""406"", null, ""408"", ""409"", null, null, ""412"", null]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Bareilly_medical_educational_amenities.pdf,Statement V; source page 460 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Bareilly,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Bareilly.pdf,1981 Bareilly.pdf,Village/Town Directory volume,English or bilingual,"[346, 347, 348, 349]","[""300"", ""301"", ""302"", ""303""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Bareilly_tehsil_appendix.pdf,Appendix I; source page 350 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Basti,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Basti.pdf,1981 Basti.pdf,Village/Town Directory volume,English or bilingual,"[1348, 1349]","[""1300"", ""1361""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Basti_civic_amenities.pdf,Statement IV; source page 1350 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Basti,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Basti.pdf,1981 Basti.pdf,Village/Town Directory volume,English or bilingual,"[1352, 1353]","[""1304"", ""1305""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Basti_medical_educational_amenities.pdf,Statement V; source page 1354 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Basti,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Basti.pdf,1981 Basti.pdf,Village/Town Directory volume,English or bilingual,"[1006, 1007, 1008, 1009]","[""958"", ""959"", ""960"", ""961""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Basti_tehsil_appendix.pdf,Appendix I; source page 1010 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Bijnor,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Bijnor.pdf,1981 Bijnor.pdf,Village/Town Directory volume,English or bilingual,"[559, 560, 561, 562]","[null, null, null, ""493""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Bijnor_civic_amenities.pdf,Statement IV; source page 563 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Bijnor,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Bijnor.pdf,1981 Bijnor.pdf,Village/Town Directory volume,English or bilingual,"[565, 566, 567, 568, 569, 570, 571]","[null, null, null, null, null, ""501"", null]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Bijnor_medical_educational_amenities.pdf,Statement V; source page 572 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Bijnor,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Bijnor.pdf,1981 Bijnor.pdf,Village/Town Directory volume,English or bilingual,"[453, 454, 455, 456]","[null, ""383"", ""384"", null]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Bijnor_tehsil_appendix.pdf,Appendix I; source page 457 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Budaun,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Budaun.pdf,1981 Budaun.pdf,Village/Town Directory volume,English or bilingual,"[429, 430, 431, 432]","[null, null, ""388"", ""389""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Budaun_civic_amenities.pdf,Statement IV; source page 433 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Budaun,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Budaun.pdf,1981 Budaun.pdf,Village/Town Directory volume,English or bilingual,"[435, 436, 437, 438]","[""392"", null, ""1919"", null]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Budaun_medical_educational_amenities.pdf,Statement V; source page 439 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Budaun,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Budaun.pdf,1981 Budaun.pdf,Village/Town Directory volume,English or bilingual,"[335, 336, 337, 338]","[null, ""293"", ""294"", null]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Budaun_tehsil_appendix.pdf,Appendix I; source page 339 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Bulandshahr,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Bulandshahr.pdf,1981 Bulandshahr.pdf,Village/Town Directory volume,English or bilingual,"[330, 331, 332, 333]","[""280"", ""281"", ""282"", ""283""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Bulandshahr_civic_amenities.pdf,Statement IV; source page 334 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Bulandshahr,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Bulandshahr.pdf,1981 Bulandshahr.pdf,Village/Town Directory volume,English or bilingual,"[336, 337, 338, 339]","[""286"", ""287"", null, ""289""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Bulandshahr_medical_educational_amenities.pdf,Statement V; source page 340 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Bulandshahr,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Bulandshahr.pdf,1981 Bulandshahr.pdf,Village/Town Directory volume,English or bilingual,"[262, 263, 264, 265]","[""212"", ""213"", ""214"", null]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Bulandshahr_tehsil_appendix.pdf,Appendix I; source page 266 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Chamoli,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Chamoli.pdf,1981 Chamoli.pdf,Village/Town Directory volume,English or bilingual,"[354, 355, 356]","[""304"", null, ""306""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Chamoli_civic_amenities.pdf,Statement IV; source page 357 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Chamoli,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Chamoli.pdf,1981 Chamoli.pdf,Village/Town Directory volume,English or bilingual,"[358, 359]","[""308"", ""309""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Chamoli_medical_educational_amenities.pdf,Statement V; source page 360 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Chamoli,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Chamoli.pdf,1981 Chamoli.pdf,Village/Town Directory volume,English or bilingual,"[284, 285, 286, 287]","[""234"", ""235"", ""236"", ""237""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Chamoli_tehsil_appendix.pdf,Appendix I; source page 288 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Dehra Dun,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Dehra Dun.pdf,1981 Dehra Dun.pdf,Village/Town Directory volume,English or bilingual,"[224, 225, 226]","[null, null, ""176""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Dehra Dun_civic_amenities.pdf,Statement IV; source page 227 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Dehra Dun,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Dehra Dun.pdf,1981 Dehra Dun.pdf,Village/Town Directory volume,English or bilingual,"[228, 229, 230, 231, 232]","[""178"", null, ""180"", ""181"", ""182""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Dehra Dun_medical_educational_amenities.pdf,Statement V; source page 233 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Dehra Dun,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Dehra Dun.pdf,1981 Dehra Dun.pdf,Village/Town Directory volume,English or bilingual,"[172, 173, 174, 175]","[""122"", ""123"", null, ""125""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Dehra Dun_tehsil_appendix.pdf,Appendix I; source page 176 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Deoria,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Deoria.pdf,1981 Deoria.pdf,Village/Town Directory volume,English or bilingual,"[705, 706, 707, 708, 709]","[""650"", ""651"", ""652"", null, ""654""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Deoria_civic_amenities.pdf,Statement IV; source page 710 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Deoria,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Deoria.pdf,1981 Deoria.pdf,Village/Town Directory volume,English or bilingual,"[711, 712, 713, 714, 715]","[""1919"", ""657"", ""658"", ""659"", ""660""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Deoria_medical_educational_amenities.pdf,Statement V; source page 716 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Deoria,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Deoria.pdf,1981 Deoria.pdf,Village/Town Directory volume,English or bilingual,"[551, 552, 553, 554]","[""496"", ""497"", ""498"", ""499""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Deoria_tehsil_appendix.pdf,Appendix I; source page 555 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Etawah,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Etawah.pdf,1981 Etawah.pdf,Village/Town Directory volume,English or bilingual,"[352, 353]","[""298"", ""299""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Etawah_civic_amenities.pdf,Statement IV; source page 354 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Etawah,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Etawah.pdf,1981 Etawah.pdf,Village/Town Directory volume,English or bilingual,"[356, 357, 358, 359]","[""302"", ""303"", ""304"", ""305""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Etawah_medical_educational_amenities.pdf,Statement V; source page 360 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Etawah,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Etawah.pdf,1981 Etawah.pdf,Village/Town Directory volume,English or bilingual,"[278, 279, 280, 281]","[""224"", ""225"", ""226"", ""227""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Etawah_tehsil_appendix.pdf,Appendix I; source page 282 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Faizabad,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Faizabad.pdf,1981 Faizabad.pdf,Village/Town Directory volume,English or bilingual,"[482, 483]","[""426"", ""427""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Faizabad_civic_amenities.pdf,Statement IV; source page 484 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Faizabad,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Faizabad.pdf,1981 Faizabad.pdf,Village/Town Directory volume,English or bilingual,"[486, 487, 488, 489]","[""430"", ""431"", ""432"", ""433""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Faizabad_medical_educational_amenities.pdf,Statement V; source page 490 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Faizabad,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Faizabad.pdf,1981 Faizabad.pdf,Village/Town Directory volume,English or bilingual,"[426, 427, 428, 429]","[""370"", ""371"", ""372"", null]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Faizabad_tehsil_appendix.pdf,Appendix I; source page 430 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Farrukhabad,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Farrukhabad.pdf,1981 Farrukhabad.pdf,Village/Town Directory volume,English or bilingual,"[366, 367]","[""326"", ""327""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Farrukhabad_civic_amenities.pdf,Statement IV; source page 368 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Farrukhabad,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Farrukhabad.pdf,1981 Farrukhabad.pdf,Village/Town Directory volume,English or bilingual,"[370, 371, 372, 373]","[null, ""331"", ""332"", ""333""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Farrukhabad_medical_educational_amenities.pdf,Statement V; source page 374 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Farrukhabad,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Farrukhabad.pdf,1981 Farrukhabad.pdf,Village/Town Directory volume,English or bilingual,"[292, 293, 294, 295]","[""250"", ""251"", ""252"", ""253""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Farrukhabad_tehsil_appendix.pdf,Appendix I; source page 296 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Fatehpur,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Fatehpur.pdf,1981 Fatehpur.pdf,Village/Town Directory volume,English or bilingual,"[335, 336, 337]","[null, ""285"", ""286""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Fatehpur_civic_amenities.pdf,Statement IV; source page 338 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Fatehpur,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Fatehpur.pdf,1981 Fatehpur.pdf,Village/Town Directory volume,English or bilingual,"[339, 340]","[null, null]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Fatehpur_medical_educational_amenities.pdf,Statement V; source page 341 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Fatehpur,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Fatehpur.pdf,1981 Fatehpur.pdf,Village/Town Directory volume,English or bilingual,"[265, 266, 267, 268]","[""214"", null, null, null]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Fatehpur_tehsil_appendix.pdf,Appendix I; source page 269 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Garhwal,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Garhwal.pdf,1981 Garhwal.pdf,Village/Town Directory volume,English or bilingual,"[624, 625]","[""584"", ""585""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Garhwal_civic_amenities.pdf,Statement IV; source page 626 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Garhwal,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Garhwal.pdf,1981 Garhwal.pdf,Village/Town Directory volume,English or bilingual,"[628, 629]","[""588"", ""589""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Garhwal_medical_educational_amenities.pdf,Statement V; source page 630 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Garhwal,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Garhwal.pdf,1981 Garhwal.pdf,Village/Town Directory volume,English or bilingual,"[500, 501, 502, 503]","[""460"", ""461"", ""462"", ""463""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Garhwal_tehsil_appendix.pdf,Appendix I; source page 504 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Ghaziabad,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Ghaziabad.pdf,1981 Ghaziabad.pdf,Village/Town Directory volume,English or bilingual,"[230, 231, 232]","[""180"", ""181"", ""182""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Ghaziabad_civic_amenities.pdf,Statement IV; source page 233 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Ghaziabad,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Ghaziabad.pdf,1981 Ghaziabad.pdf,Village/Town Directory volume,English or bilingual,"[234, 235, 236, 237]","[""184"", ""185"", ""186"", null]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Ghaziabad_medical_educational_amenities.pdf,Statement V; source page 238 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Ghaziabad,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Ghaziabad.pdf,1981 Ghaziabad.pdf,Village/Town Directory volume,English or bilingual,"[184, 185]","[""134"", ""135""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Ghaziabad_tehsil_appendix.pdf,Appendix I; source page 186 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Ghazipur,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Ghazipur.pdf,1981 Ghazipur.pdf,Village/Town Directory volume,English or bilingual,"[591, 592]","[""534"", ""535""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Ghazipur_civic_amenities.pdf,Statement IV; source page 593 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Ghazipur,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Ghazipur.pdf,1981 Ghazipur.pdf,Village/Town Directory volume,English or bilingual,"[595, 596]","[null, ""539""]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Ghazipur_medical_educational_amenities.pdf,Statement V; source page 597 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Ghazipur,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Ghazipur.pdf,1981 Ghazipur.pdf,Village/Town Directory volume,English or bilingual,"[501, 502, 503, 504]","[""444"", null, ""446"", null]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Ghazipur_tehsil_appendix.pdf,Appendix I; source page 505 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Gonda,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Gonda.pdf,1981 Gonda.pdf,Village/Town Directory volume,English or bilingual,"[558, 559, 560]","[""508"", ""509"", ""510""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Gonda_civic_amenities.pdf,Statement IV; source page 561 begins Statement IV-A.,"[""manual_verified""]"
Uttar Pradesh,Gonda,medical_educational_amenities,Trimmed,1981/Uttar Pradesh/1981 Gonda.pdf,1981 Gonda.pdf,Village/Town Directory volume,English or bilingual,"[562, 563, 564, 565]","[null, ""513"", null, null]",output/pdf/1981_trimmed/Uttar Pradesh/mededu/1981_Gonda_medical_educational_amenities.pdf,Statement V; source page 566 begins Statement VI.,"[""manual_verified""]"
Uttar Pradesh,Gonda,tehsil_appendix,Trimmed,1981/Uttar Pradesh/1981 Gonda.pdf,1981 Gonda.pdf,Village/Town Directory volume,English or bilingual,"[430, 431, 432, 433]","[""380"", null, null, ""383""]",output/pdf/1981_trimmed/Uttar Pradesh/tehsil appendix/1981_Gonda_tehsil_appendix.pdf,Appendix I; source page 434 begins Appendix II.,"[""manual_verified""]"
Uttar Pradesh,Gorakhpur,civic_amenities,Trimmed,1981/Uttar Pradesh/1981 Gorakhpur.pdf,1981 Gorakhpur.pdf,Village/Town Directory volume,English or bilingual,"[836, 837, 838]","[""778"", ""779"", ""780""]",output/pdf/1981_trimmed/Uttar Pradesh/civic amenities/1981_Gorakhpur_civic_amenities.pdf,Statement IV; source page 839 begins Statement IV-A.,"[""manual_verified""]"
