state,district,table,status,source,source_filename,volume_type,language_status,source_pages_selected,printed_page_labels,output,reason,flags
Kerala,Kottayam,civic_amenities,Trimmed,1981/Kerala/1981 Kottayam.pdf,1981 Kottayam.pdf,directory candidate,English or bilingual,"[119, 120]","[null, null]",output/pdf/1981_trimmed/Kerala/civic amenities/1981_Kottayam_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source page 121 begins Statement V.,"[""manual_verified""]"
Kerala,Kottayam,medical_educational_amenities,Trimmed,1981/Kerala/1981 Kottayam.pdf,1981 Kottayam.pdf,directory candidate,English or bilingual,"[121, 122]","[null, ""1979""]",output/pdf/1981_trimmed/Kerala/mededu/1981_Kottayam_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 123 begins Statement VI.","[""manual_verified""]"
Kerala,Kottayam,tehsil_appendix,Trimmed,1981/Kerala/1981 Kottayam.pdf,1981 Kottayam.pdf,directory candidate,English or bilingual,"[107, 108]","[null, null]",output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Kottayam_tehsil_appendix.pdf,"Village Directory Appendix I, Taluk-wise Abstract of Educational, Medical and Other Amenities; source page 109 begins Appendix II.","[""manual_verified""]"
Kerala,Kozhikode,civic_amenities,Not trimmed,1981/Kerala/1981 Kozhikode.pdf,1981 Kozhikode.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,Visual contents show a PCA-only Part XIII-B volume with no Village/Town Directory or Statement IV civic amenities table.,"[""manual_absent_or_ineligible""]"
Kerala,Kozhikode,medical_educational_amenities,Not trimmed,1981/Kerala/1981 Kozhikode.pdf,1981 Kozhikode.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,Visual contents show a PCA-only Part XIII-B volume with no Village/Town Directory or Statement V medical and educational amenities table.,"[""manual_absent_or_ineligible""]"
Kerala,Kozhikode,tehsil_appendix,Not trimmed,1981/Kerala/1981 Kozhikode.pdf,1981 Kozhikode.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,Visual contents show a PCA-only Part XIII-B volume with no village-directory amenities appendix.,"[""manual_absent_or_ineligible""]"
Kerala,Malappuram,civic_amenities,Trimmed,1981/Kerala/1981 Malappuram.pdf,1981 Malappuram.pdf,Village/Town Directory volume,English or bilingual,"[80, 81]","[null, ""1979""]",output/pdf/1981_trimmed/Kerala/civic amenities/1981_Malappuram_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source page 82 begins the outgrowth appendix.,"[""manual_verified""]"
Kerala,Malappuram,medical_educational_amenities,Trimmed,1981/Kerala/1981 Malappuram.pdf,1981 Malappuram.pdf,Village/Town Directory volume,English or bilingual,"[80, 81]","[null, ""1979""]",output/pdf/1981_trimmed/Kerala/mededu/1981_Malappuram_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities shares source pages 80-81 with Statement IV; source page 82 begins the outgrowth appendix.","[""manual_verified""]"
Kerala,Malappuram,tehsil_appendix,Trimmed,1981/Kerala/1981 Malappuram.pdf,1981 Malappuram.pdf,Village/Town Directory volume,English or bilingual,"[69, 70]","[null, null]",output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Malappuram_tehsil_appendix.pdf,"Village Directory Appendix I, Taluk-wise Abstract of Educational, Medical and Other Amenities; source page 71 begins Appendices II-III.","[""manual_verified""]"
Kerala,Quilon,civic_amenities,Trimmed,1981/Kerala/1981 Quilon.pdf,1981 Quilon.pdf,directory candidate,English or bilingual,"[110, 111]","[null, null]",output/pdf/1981_trimmed/Kerala/civic amenities/1981_Quilon_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities begins on source page 110 and continues on source page 111; source page 111 also begins Statement V.,"[""manual_verified""]"
Kerala,Quilon,medical_educational_amenities,Trimmed,1981/Kerala/1981 Quilon.pdf,1981 Quilon.pdf,directory candidate,English or bilingual,"[111, 112]","[null, null]",output/pdf/1981_trimmed/Kerala/mededu/1981_Quilon_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 113 begins the outgrowth appendix.","[""manual_verified""]"
Kerala,Quilon,tehsil_appendix,Trimmed,1981/Kerala/1981 Quilon.pdf,1981 Quilon.pdf,directory candidate,English or bilingual,"[99, 100]","[null, null]",output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Quilon_tehsil_appendix.pdf,"Village Directory Appendix I, Taluk-wise Abstract of Educational, Medical and Other Amenities; source page 101 begins Appendix II.","[""manual_verified""]"
Kerala,Trichur,civic_amenities,Trimmed,1981/Kerala/1981 Trichur.pdf,1981 Trichur.pdf,Village/Town Directory volume,English or bilingual,"[123, 124]","[null, ""1979""]",output/pdf/1981_trimmed/Kerala/civic amenities/1981_Trichur_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source page 125 begins Statement V.,"[""manual_verified""]"
Kerala,Trichur,medical_educational_amenities,Trimmed,1981/Kerala/1981 Trichur.pdf,1981 Trichur.pdf,Village/Town Directory volume,English or bilingual,"[125, 126, 127, 128]","[null, null, null, null]",output/pdf/1981_trimmed/Kerala/mededu/1981_Trichur_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, including all continuation pages; source page 129 begins Statement VI.","[""manual_verified""]"
Kerala,Trichur,tehsil_appendix,Trimmed,1981/Kerala/1981 Trichur.pdf,1981 Trichur.pdf,Village/Town Directory volume,English or bilingual,"[107, 108]","[null, null]",output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Trichur_tehsil_appendix.pdf,"Village Directory Appendix I, Taluk-wise Abstract of Educational, Medical and Other Amenities; source page 109 begins Appendix II.","[""manual_verified""]"
Kerala,Trivandrum,civic_amenities,Trimmed,1981/Kerala/1981 Trivandrum.pdf,1981 Trivandrum.pdf,Village/Town Directory volume,English or bilingual,"[118, 119]","[null, null]",output/pdf/1981_trimmed/Kerala/civic amenities/1981_Trivandrum_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source page 120 begins Statement V.,"[""manual_verified""]"
Kerala,Trivandrum,medical_educational_amenities,Trimmed,1981/Kerala/1981 Trivandrum.pdf,1981 Trivandrum.pdf,Village/Town Directory volume,English or bilingual,"[120, 121]","[null, null]",output/pdf/1981_trimmed/Kerala/mededu/1981_Trivandrum_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 122 begins Statement VI.","[""manual_verified""]"
Kerala,Trivandrum,tehsil_appendix,Trimmed,1981/Kerala/1981 Trivandrum.pdf,1981 Trivandrum.pdf,Village/Town Directory volume,English or bilingual,"[108, 109]","[null, null]",output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Trivandrum_tehsil_appendix.pdf,"Village Directory Appendix I, Taluk-wise Abstract of Educational, Medical and Other Amenities; source page 110 begins Appendix II.","[""manual_verified""]"
Kerala,Wayanad,civic_amenities,Not trimmed,1981/Kerala/1981 Wayanad.pdf,1981 Wayanad.pdf,Village/Town Directory volume,English or bilingual,[],[],,"Visual contents show no Town Directory section in this volume, so Statement IV civic amenities is absent.","[""manual_absent_or_ineligible""]"
Kerala,Wayanad,medical_educational_amenities,Not trimmed,1981/Kerala/1981 Wayanad.pdf,1981 Wayanad.pdf,Village/Town Directory volume,English or bilingual,[],[],,"Visual contents show no Town Directory section in this volume, so Statement V medical and educational amenities is absent.","[""manual_absent_or_ineligible""]"
Kerala,Wayanad,tehsil_appendix,Trimmed,1981/Kerala/1981 Wayanad.pdf,1981 Wayanad.pdf,Village/Town Directory volume,English or bilingual,"[62, 63]","[null, null]",output/pdf/1981_trimmed/Kerala/tehsil appendix/1981_Wayanad_tehsil_appendix.pdf,"Village Directory Appendix I, Taluk-wise Abstract of Educational, Medical and Other Amenities; source page 64 begins Appendix II.","[""manual_verified""]"
