state,district,table,status,source,source_filename,volume_type,language_status,source_pages_selected,printed_page_labels,output,reason,flags
Bihar,Darbhanga,tehsil_appendix,Trimmed,1981/Bihar/27843_1981_DAR.pdf,27843_1981_DAR.pdf,Village/Town Directory volume,English or bilingual,"[180, 181]","[""168"", ""169""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Darbhanga_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 168-169; source page 182 begins Appendix II.","[""manual_verified""]"
Bihar,Dhanbad,civic_amenities,Trimmed,1981/Bihar/28468_1981_DHA.pdf,28468_1981_DHA.pdf,Village/Town Directory volume,English or bilingual,"[248, 249, 250, 251, 252, 253]","[""236"", ""237"", ""238"", null, ""240"", ""241""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Dhanbad_civic_amenities.pdf,Town Directory Statement IV spans source pages 248-253 (printed pages 236-241); source page 254 begins Statement V. The multi-town table continues in paired column groups.,"[""manual_verified""]"
Bihar,Dhanbad,medical_educational_amenities,Trimmed,1981/Bihar/28468_1981_DHA.pdf,28468_1981_DHA.pdf,Village/Town Directory volume,English or bilingual,"[254, 255, 256, 257, 258, 259, 260]","[""142"", ""243"", ""244"", ""245"", ""246"", ""247"", ""248""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Dhanbad_medical_educational_amenities.pdf,Town Directory Statement V printed pages 242-248; Statement VI begins on source page 260 after the Statement V table.,"[""manual_verified""]"
Bihar,Dhanbad,tehsil_appendix,Trimmed,1981/Bihar/28468_1981_DHA.pdf,28468_1981_DHA.pdf,Village/Town Directory volume,English or bilingual,"[208, 209]","[""196"", ""197""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Dhanbad_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 196-197; source page 210 begins Appendix II.","[""manual_verified""]"
Bihar,Gaya,civic_amenities,Trimmed,1981/Bihar/28557_1981_DIS.pdf,28557_1981_DIS.pdf,Village/Town Directory volume,English or bilingual,"[476, 477]","[""462"", ""463""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Gaya_civic_amenities.pdf,Town Directory Statement IV printed pages 462-463; source page 478 begins Statement IV-A.,"[""manual_verified""]"
Bihar,Gaya,medical_educational_amenities,Trimmed,1981/Bihar/28557_1981_DIS.pdf,28557_1981_DIS.pdf,Village/Town Directory volume,English or bilingual,"[482, 483]","[""468"", ""469""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Gaya_medical_educational_amenities.pdf,Town Directory Statement V printed pages 468-469; source page 484 begins the Appendix to Town Directory after Statement VI.,"[""manual_verified""]"
Bihar,Gaya,tehsil_appendix,Trimmed,1981/Bihar/28557_1981_DIS.pdf,28557_1981_DIS.pdf,Village/Town Directory volume,English or bilingual,"[430, 431, 432, 433]","[""416"", ""417"", ""418"", ""419""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Gaya_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 416-419; source page 434 begins Appendix II.","[""manual_verified""]"
Bihar,Giridih,civic_amenities,Trimmed,1981/Bihar/28446_1981_GIR.pdf,28446_1981_GIR.pdf,Village/Town Directory volume,English or bilingual,"[444, 445]","[""432"", ""433""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Giridih_civic_amenities.pdf,Town Directory Statement IV printed pages 432-433; source page 446 begins Statement V.,"[""manual_verified""]"
Bihar,Giridih,medical_educational_amenities,Trimmed,1981/Bihar/28446_1981_GIR.pdf,28446_1981_GIR.pdf,Village/Town Directory volume,English or bilingual,"[446, 447, 448, 449]","[""434"", null, null, null]",output/pdf/1981_trimmed/Bihar/mededu/1981_Giridih_medical_educational_amenities.pdf,Town Directory Statement V printed pages 434-437; source page 450 begins Statement VI. The rows and column groups continue across four pages.,"[""manual_verified""]"
Bihar,Giridih,tehsil_appendix,Trimmed,1981/Bihar/28446_1981_GIR.pdf,28446_1981_GIR.pdf,Village/Town Directory volume,English or bilingual,"[384, 385, 386, 387]","[null, ""373"", ""374"", null]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Giridih_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 372-375; source page 388 begins Appendix II.","[""manual_verified""]"
Bihar,Gopalganj,civic_amenities,Trimmed,1981/Bihar/41680_1981_GOP.pdf,41680_1981_GOP.pdf,Village/Town Directory volume,English or bilingual,"[208, 209]","[""100"", ""197""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Gopalganj_civic_amenities.pdf,Town Directory Statement IV printed pages 196-197; source page 210 begins the Appendix to Town Directory.,"[""manual_verified""]"
Bihar,Gopalganj,medical_educational_amenities,Trimmed,1981/Bihar/41680_1981_GOP.pdf,41680_1981_GOP.pdf,Village/Town Directory volume,English or bilingual,"[208, 209]","[""100"", ""197""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Gopalganj_medical_educational_amenities.pdf,"Town Directory Statement V printed pages 196-197, sharing full source pages with Statement IV; source page 210 begins the Appendix to Town Directory.","[""manual_verified""]"
Bihar,Gopalganj,tehsil_appendix,Trimmed,1981/Bihar/41680_1981_GOP.pdf,41680_1981_GOP.pdf,Village/Town Directory volume,English or bilingual,"[184, 185]","[""172"", ""173""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Gopalganj_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 172-173; source page 186 begins Appendix II.","[""manual_verified""]"
Bihar,Hazaribagh,civic_amenities,Trimmed,1981/Bihar/27847_1981_HAZ.pdf,27847_1981_HAZ.pdf,Village/Town Directory volume,English or bilingual,"[482, 483]","[null, null]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Hazaribagh_civic_amenities.pdf,Town Directory Statement IV printed pages 468-469; source page 484 begins Statement IV-A.,"[""manual_verified""]"
Bihar,Hazaribagh,medical_educational_amenities,Trimmed,1981/Bihar/27847_1981_HAZ.pdf,27847_1981_HAZ.pdf,Village/Town Directory volume,English or bilingual,"[486, 487]","[null, ""473""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Hazaribagh_medical_educational_amenities.pdf,Town Directory Statement V printed pages 472-473; Statement VI begins on source page 488.,"[""manual_verified""]"
Bihar,Hazaribagh,tehsil_appendix,Trimmed,1981/Bihar/27847_1981_HAZ.pdf,27847_1981_HAZ.pdf,Village/Town Directory volume,English or bilingual,"[424, 425, 426, 427]","[null, null, null, null]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Hazaribagh_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 410-413; source page 428 begins Appendix II.","[""manual_verified""]"
Bihar,Madhubani,civic_amenities,Trimmed,1981/Bihar/26922_1981_MAD.pdf,26922_1981_MAD.pdf,directory candidate,English or bilingual,"[219, 220]","[null, null]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Madhubani_civic_amenities.pdf,Town Directory Statement IV spans source pages 219-220 (printed pages 206-207); source page 221 begins Statement V.,"[""manual_verified""]"
Bihar,Madhubani,medical_educational_amenities,Trimmed,1981/Bihar/26922_1981_MAD.pdf,26922_1981_MAD.pdf,directory candidate,English or bilingual,"[221, 222]","[null, ""209""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Madhubani_medical_educational_amenities.pdf,Town Directory Statement V printed pages 208-209; Statement VI begins on source page 222 after the Statement V table.,"[""manual_verified""]"
Bihar,Madhubani,tehsil_appendix,Trimmed,1981/Bihar/26922_1981_MAD.pdf,26922_1981_MAD.pdf,directory candidate,English or bilingual,"[191, 192, 193, 194]","[""178"", ""179"", ""180"", ""181""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Madhubani_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 178-181; source page 195 begins Appendix II.","[""manual_verified""]"
Bihar,Munger,civic_amenities,Trimmed,1981/Bihar/27845_1981_MUN.pdf,27845_1981_MUN.pdf,Village/Town Directory volume,English or bilingual,"[426, 427]","[""412"", null]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Munger_civic_amenities.pdf,Town Directory Statement IV spans source pages 426-427 (printed pages 412-413); source page 428 begins the separate notified-slum civic table.,"[""manual_verified""]"
Bihar,Munger,medical_educational_amenities,Trimmed,1981/Bihar/27845_1981_MUN.pdf,27845_1981_MUN.pdf,Village/Town Directory volume,English or bilingual,"[430, 431]","[""416"", ""417""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Munger_medical_educational_amenities.pdf,Town Directory Statement V printed pages 416-417; Statement VI begins on source page 432.,"[""manual_verified""]"
Bihar,Munger,tehsil_appendix,Trimmed,1981/Bihar/27845_1981_MUN.pdf,27845_1981_MUN.pdf,Village/Town Directory volume,English or bilingual,"[390, 391, 392, 393]","[""376"", null, ""378"", ""379""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Munger_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 376-379; source page 394 begins Appendix II.","[""manual_verified""]"
Bihar,Nawada,civic_amenities,Trimmed,1981/Bihar/43804_1981_NAW.pdf,43804_1981_NAW.pdf,Village/Town Directory volume,English or bilingual,"[174, 175]","[""164"", ""105""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Nawada_civic_amenities.pdf,Town Directory Statement IV printed pages 164-165; source page 176 begins the Appendix to Town Directory.,"[""manual_verified""]"
Bihar,Nawada,medical_educational_amenities,Trimmed,1981/Bihar/43804_1981_NAW.pdf,43804_1981_NAW.pdf,Village/Town Directory volume,English or bilingual,"[174, 175]","[""164"", ""105""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Nawada_medical_educational_amenities.pdf,"Town Directory Statement V printed pages 164-165, sharing full source pages with Statement IV; source page 176 begins the Appendix to Town Directory.","[""manual_verified""]"
Bihar,Nawada,tehsil_appendix,Trimmed,1981/Bihar/43804_1981_NAW.pdf,43804_1981_NAW.pdf,Village/Town Directory volume,English or bilingual,"[154, 155]","[""144"", null]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Nawada_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 144-145; source page 156 begins Appendix II.","[""manual_verified""]"
Bihar,Palamu,civic_amenities,Trimmed,1981/Bihar/42469_1981_PAL.pdf,42469_1981_PAL.pdf,Village/Town Directory volume,English or bilingual,"[461, 462]","[""448"", ""449""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Palamu_civic_amenities.pdf,Town Directory Statement IV printed pages 448-449; source page 463 begins Statement V.,"[""manual_verified""]"
Bihar,Palamu,medical_educational_amenities,Trimmed,1981/Bihar/42469_1981_PAL.pdf,42469_1981_PAL.pdf,Village/Town Directory volume,English or bilingual,"[463, 464]","[""450"", ""451""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Palamu_medical_educational_amenities.pdf,Town Directory Statement V printed pages 450-451; source page 465 begins the Appendix to Town Directory after Statement VI.,"[""manual_verified""]"
Bihar,Palamu,tehsil_appendix,Trimmed,1981/Bihar/42469_1981_PAL.pdf,42469_1981_PAL.pdf,Village/Town Directory volume,English or bilingual,"[401, 402]","[""388"", ""389""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Palamu_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 388-389; source page 403 begins Appendix II.","[""manual_verified""]"
Bihar,Pashchim Champaran,civic_amenities,Trimmed,1981/Bihar/27173_1981_PAS.pdf,27173_1981_PAS.pdf,Village/Town Directory volume,English or bilingual,"[222, 223]","[null, ""211""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Pashchim Champaran_civic_amenities.pdf,Town Directory Statement IV spans source pages 222-223 (printed pages 210-211); source page 224 begins Statement V.,"[""manual_verified""]"
Bihar,Pashchim Champaran,medical_educational_amenities,Trimmed,1981/Bihar/27173_1981_PAS.pdf,27173_1981_PAS.pdf,Village/Town Directory volume,English or bilingual,"[224, 225]","[""212"", ""213""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Pashchim Champaran_medical_educational_amenities.pdf,Town Directory Statement V printed pages 212-213; Statement VI begins on source page 225 after the Statement V table.,"[""manual_verified""]"
Bihar,Pashchim Champaran,tehsil_appendix,Trimmed,1981/Bihar/27173_1981_PAS.pdf,27173_1981_PAS.pdf,Village/Town Directory volume,English or bilingual,"[194, 195, 196, 197]","[null, null, null, null]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Pashchim Champaran_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 182-185; source page 198 begins Appendix II.","[""manual_verified""]"
Bihar,Purnia,civic_amenities,Trimmed,1981/Bihar/27179_1981_DCH.pdf,27179_1981_DCH.pdf,Village/Town Directory volume,English or bilingual,"[378, 379]","[""364"", ""365""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Purnia_civic_amenities.pdf,Town Directory Statement IV printed pages 364-365; source page 380 begins Statement IV-A.,"[""manual_verified""]"
Bihar,Purnia,medical_educational_amenities,Trimmed,1981/Bihar/27179_1981_DCH.pdf,27179_1981_DCH.pdf,Village/Town Directory volume,English or bilingual,"[382, 383]","[""368"", ""369""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Purnia_medical_educational_amenities.pdf,Town Directory Statement V printed pages 368-369; Statement VI begins on source page 383 after the Statement V table.,"[""manual_verified""]"
Bihar,Purnia,tehsil_appendix,Trimmed,1981/Bihar/27179_1981_DCH.pdf,27179_1981_DCH.pdf,Village/Town Directory volume,English or bilingual,"[336, 337, 338, 339]","[null, null, null, null]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Purnia_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 322-325; source page 340 begins Appendix II.","[""manual_verified""]"
Bihar,Rohtas,civic_amenities,Trimmed,1981/Bihar/27176_1981_ROH.pdf,27176_1981_ROH.pdf,Village/Town Directory volume,English or bilingual,"[458, 459]","[null, ""445""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Rohtas_civic_amenities.pdf,Town Directory Statement IV printed pages 444-445; source page 460 begins Statement V. The table continues horizontally across the two pages.,"[""manual_verified""]"
Bihar,Rohtas,medical_educational_amenities,Trimmed,1981/Bihar/27176_1981_ROH.pdf,27176_1981_ROH.pdf,Village/Town Directory volume,English or bilingual,"[460, 461]","[""446"", ""447""]",output/pdf/1981_trimmed/Bihar/mededu/1981_Rohtas_medical_educational_amenities.pdf,Town Directory Statement V printed pages 446-447; Statement VI begins on source page 461 after the Statement V table.,"[""manual_verified""]"
Bihar,Rohtas,tehsil_appendix,Trimmed,1981/Bihar/27176_1981_ROH.pdf,27176_1981_ROH.pdf,Village/Town Directory volume,English or bilingual,"[414, 415]","[""400"", ""401""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Rohtas_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 400-401; source page 416 begins Appendix II.","[""manual_verified""]"
Bihar,Saharsa,civic_amenities,Trimmed,1981/Bihar/41319_1981_SAH.pdf,41319_1981_SAH.pdf,Village/Town Directory volume,English or bilingual,"[232, 233]","[""218"", ""219""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Saharsa_civic_amenities.pdf,Town Directory Statement IV printed pages 218-219; the statement occupies the lower portions of source pages 232-233.,"[""manual_verified""]"
Bihar,Saharsa,medical_educational_amenities,Trimmed,1981/Bihar/41319_1981_SAH.pdf,41319_1981_SAH.pdf,Village/Town Directory volume,English or bilingual,"[234, 235]","[""220"", null]",output/pdf/1981_trimmed/Bihar/mededu/1981_Saharsa_medical_educational_amenities.pdf,Town Directory Statement V printed pages 220-221; source page 236 begins the Appendix to Town Directory after Statement VI.,"[""manual_verified""]"
Bihar,Saharsa,tehsil_appendix,Trimmed,1981/Bihar/41319_1981_SAH.pdf,41319_1981_SAH.pdf,Village/Town Directory volume,English or bilingual,"[206, 207, 208, 209]","[""192"", ""193"", ""194"", ""195""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Saharsa_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 192-195; source page 210 begins Appendix II.","[""manual_verified""]"
Bihar,Samastipur,civic_amenities,Trimmed,1981/Bihar/28553_1981_SAM.pdf,28553_1981_SAM.pdf,Village/Town Directory volume,English or bilingual,"[216, 217]","[null, null]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Samastipur_civic_amenities.pdf,Town Directory Statement IV printed pages 204-205; source page 217 also carries the beginning of Statement V below the Civic continuation.,"[""manual_verified""]"
Bihar,Samastipur,medical_educational_amenities,Trimmed,1981/Bihar/28553_1981_SAM.pdf,28553_1981_SAM.pdf,Village/Town Directory volume,English or bilingual,"[216, 217]","[null, null]",output/pdf/1981_trimmed/Bihar/mededu/1981_Samastipur_medical_educational_amenities.pdf,"Town Directory Statement V printed pages 204-205, split between the lower portions of source pages 216-217; Statement VI begins on source page 218.","[""manual_verified""]"
Bihar,Samastipur,tehsil_appendix,Trimmed,1981/Bihar/28553_1981_SAM.pdf,28553_1981_SAM.pdf,Village/Town Directory volume,English or bilingual,"[192, 193]","[""180"", ""181""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Samastipur_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 180-181; source page 194 begins Appendix II.","[""manual_verified""]"
Bihar,Santhal Pargana,civic_amenities,Not trimmed,1981/Bihar/42459_1981_SAN.pdf,42459_1981_SAN.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,PCA-only volume; the requested town statements and amenities appendix are absent.,[]
Bihar,Santhal Pargana,medical_educational_amenities,Not trimmed,1981/Bihar/42459_1981_SAN.pdf,42459_1981_SAN.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,PCA-only volume; the requested town statements and amenities appendix are absent.,[]
Bihar,Santhal Pargana,tehsil_appendix,Not trimmed,1981/Bihar/42459_1981_SAN.pdf,42459_1981_SAN.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,PCA-only volume; the requested town statements and amenities appendix are absent.,[]
Bihar,Saran,civic_amenities,Trimmed,1981/Bihar/47755_1981_SIN.pdf,47755_1981_SIN.pdf,Village/Town Directory volume,English or bilingual,"[569, 570]","[""556"", ""557""]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Saran_civic_amenities.pdf,Town Directory Statement IV printed pages 556-557; source pages 571-572 are the separate Statement IV-A slum table and are excluded.,"[""manual_verified""]"
Bihar,Saran,medical_educational_amenities,Trimmed,1981/Bihar/47755_1981_SIN.pdf,47755_1981_SIN.pdf,Village/Town Directory volume,English or bilingual,"[573, 574, 575, 576]","[""569"", ""561"", null, null]",output/pdf/1981_trimmed/Bihar/mededu/1981_Saran_medical_educational_amenities.pdf,"Town Directory Statement V printed pages 560-563, spanning paired medical/educational and recreational/cultural continuation pages; source page 577 begins Statement VI.","[""manual_verified""]"
Bihar,Saran,tehsil_appendix,Trimmed,1981/Bihar/47755_1981_SIN.pdf,47755_1981_SIN.pdf,Village/Town Directory volume,English or bilingual,"[501, 502, 503, 504]","[null, null, ""490"", null]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Saran_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 488-491; source page 505 begins Appendix II.","[""manual_verified""]"
Bihar,Sitamarhi,civic_amenities,Trimmed,1981/Bihar/42470_1981_SIT.pdf,42470_1981_SIT.pdf,Village/Town Directory volume,English or bilingual,"[180, 181]","[""170"", null]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Sitamarhi_civic_amenities.pdf,Town Directory Statement IV printed pages 170-171; source page 182 begins Statement V.,"[""manual_verified""]"
Bihar,Sitamarhi,medical_educational_amenities,Trimmed,1981/Bihar/42470_1981_SIT.pdf,42470_1981_SIT.pdf,Village/Town Directory volume,English or bilingual,"[182, 183]","[""172"", null]",output/pdf/1981_trimmed/Bihar/mededu/1981_Sitamarhi_medical_educational_amenities.pdf,Town Directory Statement V printed pages 172-173; source page 184 begins the Appendix to Town Directory after Statement VI.,"[""manual_verified""]"
Bihar,Sitamarhi,tehsil_appendix,Trimmed,1981/Bihar/42470_1981_SIT.pdf,42470_1981_SIT.pdf,Village/Town Directory volume,English or bilingual,"[160, 161]","[""150"", ""151""]",output/pdf/1981_trimmed/Bihar/tehsil appendix/1981_Sitamarhi_tehsil_appendix.pdf,"Appendix I to Village Directory, Development Blockwise Abstract of Educational, Medical and Other Amenities, printed pages 150-151; source page 162 begins Appendix II.","[""manual_verified""]"
Bihar,Siwan,civic_amenities,Trimmed,1981/Bihar/41700_1981_SIW.pdf,41700_1981_SIW.pdf,Village/Town Directory volume,English or bilingual,"[208, 209]","[null, null]",output/pdf/1981_trimmed/Bihar/civic amenities/1981_Siwan_civic_amenities.pdf,Town Directory Statement IV printed pages 194-195; source page 210 begins the Appendix to Town Directory.,"[""manual_verified""]"
Bihar,Siwan,medical_educational_amenities,Trimmed,1981/Bihar/41700_1981_SIW.pdf,41700_1981_SIW.pdf,Village/Town Directory volume,English or bilingual,"[208, 209]","[null, null]",output/pdf/1981_trimmed/Bihar/mededu/1981_Siwan_medical_educational_amenities.pdf,"Town Directory Statement V printed pages 194-195, sharing full source pages with Statement IV; source page 210 begins the Appendix to Town Directory.","[""manual_verified""]"
