state,district,table,status,source,source_filename,volume_type,language_status,source_pages_selected,printed_page_labels,output,reason,flags
Tamil Nadu,Dharmapuri,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Dharmapuri.pdf,1981 Dharmapuri.pdf,Village/Town Directory volume,English or bilingual,"[304, 305, 306, 307, 308, 309, 310, 311]","[""275"", null, ""277"", null, null, null, ""281"", null]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Dharmapuri_tehsil_appendix.pdf,Village Directory Appendix I; source page 312 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Kanniyakumari,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Kanniyakumari.pdf,1981 Kanniyakumari.pdf,Village/Town Directory volume,English or bilingual,"[97, 98]","[""18"", ""79""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Kanniyakumari_civic_amenities.pdf,Town Directory Statement IV; source page 99 begins Statement V.,"[""manual_verified""]"
Tamil Nadu,Kanniyakumari,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Kanniyakumari.pdf,1981 Kanniyakumari.pdf,Village/Town Directory volume,English or bilingual,"[99, 100]","[null, ""81""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Kanniyakumari_medical_educational_amenities.pdf,Town Directory Statement V; source page 101 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Kanniyakumari,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Kanniyakumari.pdf,1981 Kanniyakumari.pdf,Village/Town Directory volume,English or bilingual,"[76, 77, 78, 79]","[null, null, ""59"", ""1""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Kanniyakumari_tehsil_appendix.pdf,Village Directory Appendix I; source page 80 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Madurai,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Madurai.pdf,1981 Madurai.pdf,Village/Town Directory volume,English or bilingual,"[367, 368, 369, 370]","[""346"", ""347"", ""348"", ""349""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Madurai_civic_amenities.pdf,Town Directory Statement IV; source page 371 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,Madurai,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Madurai.pdf,1981 Madurai.pdf,Village/Town Directory volume,English or bilingual,"[379, 380, 381, 382, 383, 384]","[null, ""359"", ""360"", ""361"", ""362"", ""363""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Madurai_medical_educational_amenities.pdf,Town Directory Statement V; source page 385 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Madurai,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Madurai.pdf,1981 Madurai.pdf,Village/Town Directory volume,English or bilingual,"[297, 298, 299]","[""276"", null, ""278""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Madurai_tehsil_appendix.pdf,Village Directory Appendix I; source page 300 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Nilgiri,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Nilgiri.pdf,1981 Nilgiri.pdf,Village/Town Directory volume,English or bilingual,"[84, 85]","[null, ""66""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Nilgiri_civic_amenities.pdf,Town Directory Statement IV; source page 86 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,Nilgiri,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Nilgiri.pdf,1981 Nilgiri.pdf,Village/Town Directory volume,English or bilingual,"[87, 88, 89, 90]","[""68"", null, ""70"", ""71""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Nilgiri_medical_educational_amenities.pdf,Town Directory Statement V; source page 91 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Nilgiri,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Nilgiri.pdf,1981 Nilgiri.pdf,Village/Town Directory volume,English or bilingual,"[67, 68]","[""48"", ""49""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Nilgiri_tehsil_appendix.pdf,Village Directory Appendix I; source page 69 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Periyar,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Periyar.pdf,1981 Periyar.pdf,Village/Town Directory volume,English or bilingual,"[210, 211, 212, 213]","[""194"", null, ""196"", ""191""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Periyar_civic_amenities.pdf,Town Directory Statement IV; source page 214 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,Periyar,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Periyar.pdf,1981 Periyar.pdf,Village/Town Directory volume,English or bilingual,"[216, 217, 218, 219]","[""200"", ""201"", null, ""203""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Periyar_medical_educational_amenities.pdf,Town Directory Statement V; source page 220 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Periyar,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Periyar.pdf,1981 Periyar.pdf,Village/Town Directory volume,English or bilingual,"[166, 167]","[null, ""151""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Periyar_tehsil_appendix.pdf,Village Directory Appendix I; source page 168 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Ramanathapuram,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Ramanathapuram.pdf,1981 Ramanathapuram.pdf,Village/Town Directory volume,English or bilingual,"[471, 472, 473, 474, 475, 476]","[""8"", null, null, ""456"", null, null]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Ramanathapuram_civic_amenities.pdf,Town Directory Statement IV; source page 477 is the transition page and source page 478 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,Ramanathapuram,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Ramanathapuram.pdf,1981 Ramanathapuram.pdf,Village/Town Directory volume,English or bilingual,"[480, 481, 482, 483, 484, 485]","[""462"", ""463"", ""444"", null, ""466"", ""467""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Ramanathapuram_medical_educational_amenities.pdf,Town Directory Statement V; source page 486 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Ramanathapuram,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Ramanathapuram.pdf,1981 Ramanathapuram.pdf,Village/Town Directory volume,English or bilingual,"[382, 383, 384]","[""364"", ""365"", null]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Ramanathapuram_tehsil_appendix.pdf,Village Directory Appendix I; source page 385 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Salem,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Salem.pdf,1981 Salem.pdf,Village/Town Directory volume,English or bilingual,"[303, 304, 305, 306, 307, 308, 309, 310]","[null, ""285"", ""286"", ""287"", ""288"", ""289"", null, ""291""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Salem_civic_amenities.pdf,Town Directory Statement IV; source page 311 begins Statement V.,"[""manual_verified""]"
Tamil Nadu,Salem,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Salem.pdf,1981 Salem.pdf,Village/Town Directory volume,English or bilingual,"[311, 312]","[""292"", null]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Salem_medical_educational_amenities.pdf,Town Directory Statement V; source page 313 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Salem,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Salem.pdf,1981 Salem.pdf,Village/Town Directory volume,English or bilingual,"[241, 242, 243]","[""222"", ""223"", ""224""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Salem_tehsil_appendix.pdf,Village Directory Appendix I; source page 244 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,South Arcot,civic_amenities,Trimmed,1981/Tamil Nadu/1981 South Arcot.pdf,1981 South Arcot.pdf,Village/Town Directory volume,English or bilingual,"[580, 581]","[""562"", null]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_South Arcot_civic_amenities.pdf,Town Directory Statement IV; source page 582 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,South Arcot,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 South Arcot.pdf,1981 South Arcot.pdf,Village/Town Directory volume,English or bilingual,"[584, 585, 586, 587]","[""566"", ""567"", ""568"", ""569""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_South Arcot_medical_educational_amenities.pdf,Town Directory Statement V; source page 588 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,South Arcot,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 South Arcot.pdf,1981 South Arcot.pdf,Village/Town Directory volume,English or bilingual,"[469, 471, 472, 473, 474, 475]","[null, ""453"", ""454"", ""455"", ""456"", ""457""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_South Arcot_tehsil_appendix.pdf,Village Directory Appendix I includes the title page at source 469 and table pages 471-475; source 470 is a blank separator and source 476 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Thanjavur,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Thanjavur.pdf,1981 Thanjavur.pdf,Village/Town Directory volume,English or bilingual,"[488, 489, 490, 491]","[""472"", null, ""474"", ""475""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Thanjavur_civic_amenities.pdf,Town Directory Statement IV; source page 492 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,Thanjavur,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Thanjavur.pdf,1981 Thanjavur.pdf,Village/Town Directory volume,English or bilingual,"[494, 495, 496, 497, 498, 499]","[""478"", ""479"", ""4110"", ""481"", null, ""483""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Thanjavur_medical_educational_amenities.pdf,Town Directory Statement V; source page 500 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Thanjavur,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Thanjavur.pdf,1981 Thanjavur.pdf,Village/Town Directory volume,English or bilingual,"[384, 385, 386, 387, 388, 389]","[null, ""369"", ""370"", ""371"", ""372"", ""373""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Thanjavur_tehsil_appendix.pdf,Village Directory Appendix I; source page 390 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Tiruchchirappalli,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Tiruchchirappalli.pdf,1981 Tiruchchirappalli.pdf,Village/Town Directory volume,English or bilingual,"[355, 356, 357, 358, 359, 360]","[""338"", ""339"", null, null, ""342"", ""343""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Tiruchchirappalli_civic_amenities.pdf,Town Directory Statement IV; source page 361 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,Tiruchchirappalli,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Tiruchchirappalli.pdf,1981 Tiruchchirappalli.pdf,Village/Town Directory volume,English or bilingual,"[369, 370, 371, 372, 373, 374, 375]","[""352"", null, ""3154"", ""355"", ""356"", ""351"", ""358""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Tiruchchirappalli_medical_educational_amenities.pdf,Town Directory Statement V; source page 376 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Tiruchchirappalli,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Tiruchchirappalli.pdf,1981 Tiruchchirappalli.pdf,Village/Town Directory volume,English or bilingual,"[279, 280, 281, 282]","[null, ""263"", ""264"", null]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Tiruchchirappalli_tehsil_appendix.pdf,Village Directory Appendix I; source page 283 begins Appendix II.,"[""manual_verified""]"
Tamil Nadu,Tirunelveli,civic_amenities,Trimmed,1981/Tamil Nadu/1981 Tirunelveli.pdf,1981 Tirunelveli.pdf,Village/Town Directory volume,English or bilingual,"[490, 491, 492, 493, 494, 495, 496, 497, 498, 499, 500, 501, 502]","[""464"", ""465"", ""466"", ""467"", null, ""469"", ""470"", ""471"", ""472"", ""473"", ""474"", ""475"", ""476""]",output/pdf/1981_trimmed/Tamil Nadu/civic amenities/1981_Tirunelveli_civic_amenities.pdf,Town Directory Statement IV; source page 503 begins Statement IV-A.,"[""manual_verified""]"
Tamil Nadu,Tirunelveli,medical_educational_amenities,Trimmed,1981/Tamil Nadu/1981 Tirunelveli.pdf,1981 Tirunelveli.pdf,Village/Town Directory volume,English or bilingual,"[509, 510, 511, 512, 513, 514, 515, 516, 517, 518, 519, 520, 521, 522, 523]","[""483"", ""484"", ""485"", ""486"", ""487"", ""488"", ""489"", ""490"", ""491"", ""492"", ""493"", ""494"", ""495"", ""496"", ""497""]",output/pdf/1981_trimmed/Tamil Nadu/mededu/1981_Tirunelveli_medical_educational_amenities.pdf,Town Directory Statement V; source page 524 begins Statement VI.,"[""manual_verified""]"
Tamil Nadu,Tirunelveli,tehsil_appendix,Trimmed,1981/Tamil Nadu/1981 Tirunelveli.pdf,1981 Tirunelveli.pdf,Village/Town Directory volume,English or bilingual,"[390, 391, 392, 393]","[null, ""367"", ""368"", ""369""]",output/pdf/1981_trimmed/Tamil Nadu/tehsil appendix/1981_Tirunelveli_tehsil_appendix.pdf,Village Directory Appendix I; source page 394 begins Appendix II.,"[""manual_verified""]"
