state,district,table,status,source,source_filename,volume_type,language_status,source_pages_selected,printed_page_labels,output,reason,flags
Punjab,Jalandhar,medical_educational_amenities,Trimmed,1981/Punjab/1981 Jalandhar.pdf,1981 Jalandhar.pdf,Village/Town Directory volume,English or bilingual,"[208, 209]","[""188"", ""189""]",output/pdf/1981_trimmed/Punjab/mededu/1981_Jalandhar_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 210 begins Statement VI.","[""manual_verified""]"
Punjab,Jalandhar,tehsil_appendix,Trimmed,1981/Punjab/1981 Jalandhar.pdf,1981 Jalandhar.pdf,Village/Town Directory volume,English or bilingual,"[156, 157, 158, 159]","[""136"", ""131"", null, ""139""]",output/pdf/1981_trimmed/Punjab/tehsil appendix/1981_Jalandhar_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise abstract of educational, medical and other amenities; source page 160 is a blank/separator page and source page 161 begins Appendix II.","[""manual_verified""]"
Punjab,Kapurthala,civic_amenities,Trimmed,1981/Punjab/1981 Kapurthala.pdf,1981 Kapurthala.pdf,Village/Town Directory volume,English or bilingual,"[141, 142]","[null, null]",output/pdf/1981_trimmed/Punjab/civic amenities/1981_Kapurthala_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source pages 143-144 are Statement IV-A blank/notified slum pages and source page 145 begins Statement V.,"[""manual_verified""]"
Punjab,Kapurthala,medical_educational_amenities,Trimmed,1981/Punjab/1981 Kapurthala.pdf,1981 Kapurthala.pdf,Village/Town Directory volume,English or bilingual,"[145, 146]","[""124"", null]",output/pdf/1981_trimmed/Punjab/mededu/1981_Kapurthala_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 147 begins Statement VI.","[""manual_verified""]"
Punjab,Kapurthala,tehsil_appendix,Trimmed,1981/Punjab/1981 Kapurthala.pdf,1981 Kapurthala.pdf,Village/Town Directory volume,English or bilingual,"[113, 114, 115]","[""92"", ""93"", null]",output/pdf/1981_trimmed/Punjab/tehsil appendix/1981_Kapurthala_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise abstract of educational, medical and other amenities; source page 116 begins Appendix II.","[""manual_verified""]"
Punjab,Ludhiana,civic_amenities,Trimmed,1981/Punjab/1981 Ludhiana.pdf,1981 Ludhiana.pdf,Village/Town Directory volume,English or bilingual,"[179, 180]","[""162"", null]",output/pdf/1981_trimmed/Punjab/civic amenities/1981_Ludhiana_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source page 181 begins Statement V.,"[""manual_verified""]"
Punjab,Ludhiana,medical_educational_amenities,Trimmed,1981/Punjab/1981 Ludhiana.pdf,1981 Ludhiana.pdf,Village/Town Directory volume,English or bilingual,"[181, 182]","[""164"", ""1979""]",output/pdf/1981_trimmed/Punjab/mededu/1981_Ludhiana_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 183 begins Statement VI.","[""manual_verified""]"
Punjab,Ludhiana,tehsil_appendix,Trimmed,1981/Punjab/1981 Ludhiana.pdf,1981 Ludhiana.pdf,Village/Town Directory volume,English or bilingual,"[137, 138]","[null, null]",output/pdf/1981_trimmed/Punjab/tehsil appendix/1981_Ludhiana_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise abstract of educational, medical and other amenities; source page 139 begins Appendix II.","[""manual_verified""]"
Punjab,Patiala,civic_amenities,Trimmed,1981/Punjab/1981 Patiala.pdf,1981 Patiala.pdf,Village/Town Directory volume,English or bilingual,"[247, 248]","[""222"", ""223""]",output/pdf/1981_trimmed/Punjab/civic amenities/1981_Patiala_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source pages 249-250 are Statement IV-A blank/notified slum pages and source page 251 begins Statement V.,"[""manual_verified""]"
Punjab,Patiala,medical_educational_amenities,Trimmed,1981/Punjab/1981 Patiala.pdf,1981 Patiala.pdf,Village/Town Directory volume,English or bilingual,"[251, 252]","[""226"", ""227""]",output/pdf/1981_trimmed/Punjab/mededu/1981_Patiala_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 253 begins Statement VI.","[""manual_verified""]"
Punjab,Patiala,tehsil_appendix,Trimmed,1981/Punjab/1981 Patiala.pdf,1981 Patiala.pdf,Village/Town Directory volume,English or bilingual,"[189, 190]","[null, ""105""]",output/pdf/1981_trimmed/Punjab/tehsil appendix/1981_Patiala_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise abstract of educational, medical and other amenities; source page 191 begins Appendix II.","[""manual_verified""]"
Punjab,Rupnagar,civic_amenities,Trimmed,1981/Punjab/1981 Rupnagar.pdf,1981 Rupnagar.pdf,Village/Town Directory volume,English or bilingual,"[157, 158]","[""140"", ""141""]",output/pdf/1981_trimmed/Punjab/civic amenities/1981_Rupnagar_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source page 159 begins Statement IV-A.,"[""manual_verified""]"
Punjab,Rupnagar,medical_educational_amenities,Trimmed,1981/Punjab/1981 Rupnagar.pdf,1981 Rupnagar.pdf,Village/Town Directory volume,English or bilingual,"[161, 162]","[null, ""145""]",output/pdf/1981_trimmed/Punjab/mededu/1981_Rupnagar_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 163 begins Statement VI.","[""manual_verified""]"
Punjab,Rupnagar,tehsil_appendix,Trimmed,1981/Punjab/1981 Rupnagar.pdf,1981 Rupnagar.pdf,Village/Town Directory volume,English or bilingual,"[117, 118]","[""106"", ""101""]",output/pdf/1981_trimmed/Punjab/tehsil appendix/1981_Rupnagar_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise abstract of educational, medical and other amenities; source page 119 begins Appendix II.","[""manual_verified""]"
Punjab,Sangrur,civic_amenities,Trimmed,1981/Punjab/1981 Sangrur.pdf,1981 Sangrur.pdf,Village/Town Directory volume,English or bilingual,"[155, 156]","[""138"", null]",output/pdf/1981_trimmed/Punjab/civic amenities/1981_Sangrur_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities; source page 157 begins Statement V.,"[""manual_verified""]"
Punjab,Sangrur,medical_educational_amenities,Trimmed,1981/Punjab/1981 Sangrur.pdf,1981 Sangrur.pdf,Village/Town Directory volume,English or bilingual,"[157, 158]","[""140"", ""1979""]",output/pdf/1981_trimmed/Punjab/mededu/1981_Sangrur_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities; source page 159 begins Statement VI.","[""manual_verified""]"
Punjab,Sangrur,tehsil_appendix,Trimmed,1981/Punjab/1981 Sangrur.pdf,1981 Sangrur.pdf,Village/Town Directory volume,English or bilingual,"[125, 126]","[null, ""109""]",output/pdf/1981_trimmed/Punjab/tehsil appendix/1981_Sangrur_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise abstract of educational, medical and other amenities; source page 127 begins Appendix II.","[""manual_verified""]"
