state,district,table,status,source,source_filename,volume_type,language_status,source_pages_selected,printed_page_labels,output,reason,flags
Orissa,Phulabani,civic_amenities,Not trimmed,1981/Orissa/1981 Phulabani.pdf,1981 Phulabani.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,Part XIII-B Village and Townwise Primary Census Abstract-only volume; no Village/Town Directory Statement IV.,"[""manual_absent_or_ineligible""]"
Orissa,Phulabani,medical_educational_amenities,Not trimmed,1981/Orissa/1981 Phulabani.pdf,1981 Phulabani.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,Part XIII-B Village and Townwise Primary Census Abstract-only volume; no Village/Town Directory Statement V.,"[""manual_absent_or_ineligible""]"
Orissa,Phulabani,tehsil_appendix,Not trimmed,1981/Orissa/1981 Phulabani.pdf,1981 Phulabani.pdf,Part XIII-B primary census abstract,English or bilingual,[],[],,Part XIII-B Village and Townwise Primary Census Abstract-only volume; no Village Directory Appendix I amenities abstract.,"[""manual_absent_or_ineligible""]"
Orissa,Puri,civic_amenities,Not trimmed,1981/Orissa/1981 Puri.pdf,1981 Puri.pdf,Village/Town Directory volume,English or bilingual,[],[],,Part XIII-B Village and Townwise Primary Census Abstract-only volume; no Village/Town Directory Statement IV.,"[""manual_absent_or_ineligible""]"
Orissa,Puri,medical_educational_amenities,Not trimmed,1981/Orissa/1981 Puri.pdf,1981 Puri.pdf,Village/Town Directory volume,English or bilingual,[],[],,Part XIII-B Village and Townwise Primary Census Abstract-only volume; no Village/Town Directory Statement V.,"[""manual_absent_or_ineligible""]"
Orissa,Puri,tehsil_appendix,Not trimmed,1981/Orissa/1981 Puri.pdf,1981 Puri.pdf,Village/Town Directory volume,English or bilingual,[],[],,Part XIII-B Village and Townwise Primary Census Abstract-only volume; no Village Directory Appendix I amenities abstract.,"[""manual_absent_or_ineligible""]"
Orissa,Sambalpur,civic_amenities,Trimmed,1981/Orissa/1981 Sambalpur.pdf,1981 Sambalpur.pdf,Village/Town Directory volume,English or bilingual,"[721, 722]","[""600"", null]",output/pdf/1981_trimmed/Orissa/civic amenities/1981_Sambalpur_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 600-601; source page 723 begins Statement V.","[""manual_verified""]"
Orissa,Sambalpur,medical_educational_amenities,Trimmed,1981/Orissa/1981 Sambalpur.pdf,1981 Sambalpur.pdf,Village/Town Directory volume,English or bilingual,"[723, 724]","[""602"", ""603""]",output/pdf/1981_trimmed/Orissa/mededu/1981_Sambalpur_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 602-603; source page 725 begins Statement VI.","[""manual_verified""]"
Orissa,Sambalpur,tehsil_appendix,Trimmed,1981/Orissa/1981 Sambalpur.pdf,1981 Sambalpur.pdf,Village/Town Directory volume,English or bilingual,"[629, 630, 631, 632]","[""508"", ""509"", ""510"", ""511""]",output/pdf/1981_trimmed/Orissa/tehsil appendix/1981_Sambalpur_tehsil_appendix.pdf,"Village Directory Appendix I Tahasil-wise abstract of educational, medical and other amenities; source page 628 is the section separator and source page 633 begins Appendix II.","[""manual_verified""]"
Orissa,Sundargarh,civic_amenities,Trimmed,1981/Orissa/1981 Sundargarh.pdf,1981 Sundargarh.pdf,Village/Town Directory volume,English or bilingual,"[434, 435]","[""362"", ""1979""]",output/pdf/1981_trimmed/Orissa/civic amenities/1981_Sundargarh_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 362-363; source page 436 begins Statement V.","[""manual_verified""]"
Orissa,Sundargarh,medical_educational_amenities,Trimmed,1981/Orissa/1981 Sundargarh.pdf,1981 Sundargarh.pdf,Village/Town Directory volume,English or bilingual,"[436, 437]","[""364"", ""365""]",output/pdf/1981_trimmed/Orissa/mededu/1981_Sundargarh_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 364-365; source page 438 begins Statement VI.","[""manual_verified""]"
Orissa,Sundargarh,tehsil_appendix,Trimmed,1981/Orissa/1981 Sundargarh.pdf,1981 Sundargarh.pdf,Village/Town Directory volume,English or bilingual,"[380, 381, 382, 383]","[""308"", ""309"", ""310"", ""311""]",output/pdf/1981_trimmed/Orissa/tehsil appendix/1981_Sundargarh_tehsil_appendix.pdf,"Village Directory Appendix I Tahasil-wise abstract of educational, medical and other amenities; source page 379 is the section separator and source page 384 begins Appendix II.","[""manual_verified""]"
