state,district,table,status,source,source_filename,volume_type,language_status,source_pages_selected,printed_page_labels,output,reason,flags
Madhya Pradesh,Bhind,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Bhind.pdf,1981 Bhind.pdf,Village/Town Directory volume,English or bilingual,"[222, 223]","[null, ""181""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Bhind_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 182-183; source page 224 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Bhind,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Bhind.pdf,1981 Bhind.pdf,Village/Town Directory volume,English or bilingual,"[183, 184, 185, 186]","[null, null, ""142"", ""143""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Bhind_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 140-143; source page 187 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Bhopal,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Bhopal.pdf,1981 Bhopal.pdf,directory candidate,English or bilingual,"[153, 154]","[null, ""113""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Bhopal_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 112-113; source page 155 begins Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Bhopal,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Bhopal.pdf,1981 Bhopal.pdf,directory candidate,English or bilingual,"[159, 160]","[null, ""119""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Bhopal_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 118-119; source page 161 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Bhopal,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Bhopal.pdf,1981 Bhopal.pdf,directory candidate,English or bilingual,"[121, 122, 123]","[""80"", null, ""82""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Bhopal_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 80-82; source page 124 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Bilaspur,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Bilaspur.pdf,1981 Bilaspur.pdf,directory candidate,English or bilingual,"[659, 660, 661, 662]","[null, ""1979"", null, null]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Bilaspur_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 614-617; source page 663 begins Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Bilaspur,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Bilaspur.pdf,1981 Bilaspur.pdf,directory candidate,English or bilingual,"[667, 668, 669, 670, 671]","[null, ""623"", null, null, null]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Bilaspur_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 622-626; source page 672 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Bilaspur,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Bilaspur.pdf,1981 Bilaspur.pdf,directory candidate,English or bilingual,"[521, 522, 523, 524]","[""478"", ""479"", ""480"", ""481""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Bilaspur_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 478-481; source page 525 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Chhatarpur,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Chhatarpur.pdf,1981 Chhatarpur.pdf,directory candidate,English or bilingual,[254],"[""1979""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Chhatarpur_civic_amenities.pdf,Town Directory Statement IV Civic and Other Amenities is present on source page 254 (printed page 214); source page 255 is blank and source page 256 begins Statement IV-A.,"[""manual_verified""]"
Madhya Pradesh,Chhatarpur,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Chhatarpur.pdf,1981 Chhatarpur.pdf,directory candidate,English or bilingual,"[258, 259]","[null, null]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Chhatarpur_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 217-218; source page 260 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Chhatarpur,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Chhatarpur.pdf,1981 Chhatarpur.pdf,directory candidate,English or bilingual,"[212, 213, 214, 215]","[""1"", ""169"", null, ""171""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Chhatarpur_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 168-171; source page 216 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Chhindwara,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Chhindwara.pdf,1981 Chhindwara.pdf,directory candidate,English or bilingual,"[396, 397]","[null, null]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Chhindwara_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 354-355; source pages 398-401 are Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Chhindwara,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Chhindwara.pdf,1981 Chhindwara.pdf,directory candidate,English or bilingual,"[402, 403, 404, 405, 406, 407]","[null, ""361"", ""362"", ""363"", ""364"", ""365""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Chhindwara_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 360-365; source page 408 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Chhindwara,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Chhindwara.pdf,1981 Chhindwara.pdf,directory candidate,English or bilingual,"[310, 311, 312, 313]","[""268"", ""269"", null, ""271""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Chhindwara_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 268-271; source page 314 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Damoh,civic_amenities,Not trimmed,1981/Madhya Pradesh/1981 Damoh.pdf,1981 Damoh.pdf,directory candidate,English or bilingual,[],[],,Contents show a PCA-only volume ending with primary census abstracts and development blockwise PCA; no Town Directory Statement IV is present.,"[""manual_absent_or_ineligible""]"
Madhya Pradesh,Damoh,medical_educational_amenities,Not trimmed,1981/Madhya Pradesh/1981 Damoh.pdf,1981 Damoh.pdf,directory candidate,English or bilingual,[],[],,Contents show a PCA-only volume ending with primary census abstracts and development blockwise PCA; no Town Directory Statement V is present.,"[""manual_absent_or_ineligible""]"
Madhya Pradesh,Damoh,tehsil_appendix,Not trimmed,1981/Madhya Pradesh/1981 Damoh.pdf,1981 Damoh.pdf,directory candidate,English or bilingual,[],[],,Contents show a PCA-only volume ending with primary census abstracts and development blockwise PCA; no village-directory amenities appendix is present.,"[""manual_absent_or_ineligible""]"
Madhya Pradesh,Datia,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Datia.pdf,1981 Datia.pdf,directory candidate,English or bilingual,"[136, 137]","[""122"", ""123""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Datia_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 122-123; source page 138 begins Statement V.","[""manual_verified""]"
Madhya Pradesh,Datia,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Datia.pdf,1981 Datia.pdf,directory candidate,English or bilingual,"[138, 139]","[null, ""125""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Datia_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 124-125; source page 140 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Datia,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Datia.pdf,1981 Datia.pdf,directory candidate,English or bilingual,"[110, 111, 112, 113]","[""96"", null, ""98"", ""99""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Datia_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 96-99; source page 114 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Dewas,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Dewas.pdf,1981 Dewas.pdf,directory candidate,English or bilingual,"[256, 257]","[null, ""215""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Dewas_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 214-215; source page 258 begins Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Dewas,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Dewas.pdf,1981 Dewas.pdf,directory candidate,English or bilingual,"[260, 261]","[null, ""219""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Dewas_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 218-219; source page 262 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Dewas,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Dewas.pdf,1981 Dewas.pdf,directory candidate,English or bilingual,"[208, 209, 210, 211]","[""166"", ""167"", ""1"", ""169""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Dewas_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 166-169; source page 212 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Dhar,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Dhar.pdf,1981 Dhar.pdf,directory candidate,English or bilingual,"[330, 331]","[null, ""283""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Dhar_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 282-283; source page 332 begins Statement V medical facilities.","[""manual_verified""]"
Madhya Pradesh,Dhar,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Dhar.pdf,1981 Dhar.pdf,directory candidate,English or bilingual,"[332, 333]","[null, null]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Dhar_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 284-285; source page 334 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Dhar,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Dhar.pdf,1981 Dhar.pdf,directory candidate,English or bilingual,"[266, 267, 268, 269]","[""218"", ""1"", ""220"", ""221""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Dhar_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 218-221; source page 270 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Durg,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Durg.pdf,1981 Durg.pdf,directory candidate,English or bilingual,"[390, 391, 392, 393]","[null, ""343"", null, ""345""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Durg_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 342-345; source pages 394-397 are Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Durg,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Durg.pdf,1981 Durg.pdf,directory candidate,English or bilingual,"[398, 399, 400, 401]","[""350"", ""1979"", null, ""353""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Durg_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 350-353; source page 402 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Durg,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Durg.pdf,1981 Durg.pdf,directory candidate,English or bilingual,"[312, 313, 314, 315]","[""264"", ""265"", ""266"", null]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Durg_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 264-267; source page 316 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,East-Nimar,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 East-Nimar.pdf,1981 East-Nimar.pdf,directory candidate,English or bilingual,"[264, 265]","[null, ""225""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_East-Nimar_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 224-225; source pages 266-269 are Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,East-Nimar,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 East-Nimar.pdf,1981 East-Nimar.pdf,directory candidate,English or bilingual,"[270, 271]","[""5"", ""231""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_East-Nimar_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 230-231; source page 272 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,East-Nimar,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 East-Nimar.pdf,1981 East-Nimar.pdf,directory candidate,English or bilingual,"[210, 211, 212, 213]","[null, ""171"", null, ""173""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_East-Nimar_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 170-173; source page 214 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Guna,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Guna.pdf,1981 Guna.pdf,directory candidate,English or bilingual,"[439, 440]","[null, ""399""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Guna_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 398-399; source pages 441-444 are Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Guna,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Guna.pdf,1981 Guna.pdf,directory candidate,English or bilingual,"[445, 446, 447]","[""5"", ""405"", null]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Guna_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 404-406; source page 448 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Guna,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Guna.pdf,1981 Guna.pdf,directory candidate,English or bilingual,"[353, 354, 355, 356]","[null, ""313"", ""314"", ""315""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Guna_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 312-315; source page 357 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Gwalior,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Gwalior.pdf,1981 Gwalior.pdf,Village/Town Directory volume,English or bilingual,"[188, 189, 190]","[""172"", ""3"", null]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Gwalior_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 172-174; source page 191 begins Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Gwalior,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Gwalior.pdf,1981 Gwalior.pdf,Village/Town Directory volume,English or bilingual,"[192, 193]","[null, null]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Gwalior_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 176-177; source page 194 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Gwalior,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Gwalior.pdf,1981 Gwalior.pdf,Village/Town Directory volume,English or bilingual,"[154, 155, 156, 157]","[""138"", ""139"", ""140"", ""141""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Gwalior_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 138-141; source page 158 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Hoshangabad,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Hoshangabad.pdf,1981 Hoshangabad.pdf,directory candidate,English or bilingual,"[335, 336, 337, 338]","[null, null, ""290"", ""291""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Hoshangabad_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 288-291; source page 339 begins Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Hoshangabad,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Hoshangabad.pdf,1981 Hoshangabad.pdf,directory candidate,English or bilingual,"[341, 342, 343, 344]","[null, ""295"", ""296"", null]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Hoshangabad_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 294-297; source page 345 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Hoshangabad,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Hoshangabad.pdf,1981 Hoshangabad.pdf,directory candidate,English or bilingual,"[265, 266, 267, 268]","[""218"", ""219"", ""220"", ""221""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Hoshangabad_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 218-221; source page 269 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Indore,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Indore.pdf,1981 Indore.pdf,directory candidate,English or bilingual,"[179, 180]","[""4"", ""135""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Indore_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 134-135; source pages 181-188 are Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Indore,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Indore.pdf,1981 Indore.pdf,directory candidate,English or bilingual,"[189, 190, 191]","[""144"", ""145"", ""146""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Indore_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 144-146; source page 192 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Indore,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Indore.pdf,1981 Indore.pdf,directory candidate,English or bilingual,"[143, 144, 145, 146]","[null, ""99"", null, ""101""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Indore_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 98-101; source page 147 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Jabalpur,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Jabalpur.pdf,1981 Jabalpur.pdf,directory candidate,English or bilingual,"[479, 480, 481, 482]","[""4"", ""433"", null, ""433""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Jabalpur_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 432-435; source pages 483-488 are Statement IV-A.","[""manual_verified""]"
Madhya Pradesh,Jabalpur,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Jabalpur.pdf,1981 Jabalpur.pdf,directory candidate,English or bilingual,"[489, 490, 491, 492, 493, 494]","[""441"", ""443"", ""444"", null, ""446"", ""447""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Jabalpur_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 442-447; source page 495 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Jabalpur,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Jabalpur.pdf,1981 Jabalpur.pdf,directory candidate,English or bilingual,"[383, 384, 385, 386]","[""336"", ""337"", null, ""339""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Jabalpur_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 336-339; source page 387 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Jhabua,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Jhabua.pdf,1981 Jhabua.pdf,directory candidate,English or bilingual,"[287, 288]","[null, ""251""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Jhabua_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 250-251; source page 289 begins Statement V.","[""manual_verified""]"
Madhya Pradesh,Jhabua,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Jhabua.pdf,1981 Jhabua.pdf,directory candidate,English or bilingual,"[289, 290]","[null, ""253""]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Jhabua_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 252-253; source page 291 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Jhabua,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Jhabua.pdf,1981 Jhabua.pdf,directory candidate,English or bilingual,"[231, 232, 233, 234]","[null, null, ""196"", ""197""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Jhabua_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 194-197; source page 235 begins Appendix II.","[""manual_verified""]"
Madhya Pradesh,Mandla,civic_amenities,Trimmed,1981/Madhya Pradesh/1981 Mandla.pdf,1981 Mandla.pdf,directory candidate,English or bilingual,"[414, 415]","[""368"", ""369""]",output/pdf/1981_trimmed/Madhya Pradesh/civic amenities/1981_Mandla_civic_amenities.pdf,"Town Directory Statement IV Civic and Other Amenities, printed pages 368-369; source page 416 begins Statement V.","[""manual_verified""]"
Madhya Pradesh,Mandla,medical_educational_amenities,Trimmed,1981/Madhya Pradesh/1981 Mandla.pdf,1981 Mandla.pdf,directory candidate,English or bilingual,"[416, 417]","[""310"", null]",output/pdf/1981_trimmed/Madhya Pradesh/mededu/1981_Mandla_medical_educational_amenities.pdf,"Town Directory Statement V Medical, Educational, Recreational and Cultural Facilities, printed pages 370-371; source page 418 begins Statement VI.","[""manual_verified""]"
Madhya Pradesh,Mandla,tehsil_appendix,Trimmed,1981/Madhya Pradesh/1981 Mandla.pdf,1981 Mandla.pdf,directory candidate,English or bilingual,"[336, 337, 338, 339]","[""290"", ""291"", ""292"", ""293""]",output/pdf/1981_trimmed/Madhya Pradesh/tehsil appendix/1981_Mandla_tehsil_appendix.pdf,"Village Directory Appendix I Tahsil-wise Abstract of Educational, Medical and other amenities, printed pages 313-316; source page 340 begins Appendix II.","[""manual_verified""]"
